cfr_title,cfr_part,part_heading,term
26,35a,Temporary employment tax regulations under the Interest and Dividend Tax Compliance Act of 1983,Income taxes
26,35a,Temporary employment tax regulations under the Interest and Dividend Tax Compliance Act of 1983,Reporting and recordkeeping requirements
26,36,Contract coverage of employees of foreign subsidiaries,Employment taxes
26,36,Contract coverage of employees of foreign subsidiaries,Foreign relations
26,36,Contract coverage of employees of foreign subsidiaries,Reporting and recordkeeping requirements
26,36,Contract coverage of employees of foreign subsidiaries,Social security
26,40,Excise tax procedural regulations,Excise taxes
26,40,Excise tax procedural regulations,Reporting and recordkeeping requirements
26,41,Excise tax on use of certain highway motor vehicles,Excise taxes
26,41,Excise tax on use of certain highway motor vehicles,Motor vehicles
26,41,Excise tax on use of certain highway motor vehicles,Reporting and recordkeeping requirements
26,43,Excise tax on transportation by water,Excise taxes
26,43,Excise tax on transportation by water,Gambling
26,43,Excise tax on transportation by water,Passenger vessels
26,44,"Taxes on wagering; effective January 1, 1955",Excise taxes
26,44,"Taxes on wagering; effective January 1, 1955",Gambling
26,44,"Taxes on wagering; effective January 1, 1955",Reporting and recordkeeping requirements
26,46,Excise tax on policies issued by foreign insurers and obligations not in registered form,Bonds
26,46,Excise tax on policies issued by foreign insurers and obligations not in registered form,Excise taxes
26,46,Excise tax on policies issued by foreign insurers and obligations not in registered form,Insurance companies
26,46,Excise tax on policies issued by foreign insurers and obligations not in registered form,Reporting and recordkeeping requirements
26,47,Designated drugs excise tax regulations,Excise taxes
26,47,Designated drugs excise tax regulations,Insurance
26,48,Manufacturers and retailers excise taxes,Agriculture
26,48,Manufacturers and retailers excise taxes,Coal
26,48,Manufacturers and retailers excise taxes,Excise taxes
26,48,Manufacturers and retailers excise taxes,Gasohol
26,48,Manufacturers and retailers excise taxes,Gasoline
26,48,Manufacturers and retailers excise taxes,Motor vehicles
26,48,Manufacturers and retailers excise taxes,Reporting and recordkeeping requirements
26,48,Manufacturers and retailers excise taxes,Rubber and rubber products
26,49,Facilities and services excise taxes,Excise taxes
26,49,Facilities and services excise taxes,Reporting and recordkeeping requirements
26,49,Facilities and services excise taxes,Telegraph
26,49,Facilities and services excise taxes,Telephone
26,49,Facilities and services excise taxes,Transportation
26,50,Regulations relating to the tax imposed with respect to certain hydraulic mining,Excise taxes
26,50,Regulations relating to the tax imposed with respect to certain hydraulic mining,Mines
26,51,Branded prescription drug fee,Drugs
26,51,Branded prescription drug fee,Reporting and recordkeeping requirements
26,52,Environmental taxes,Chemicals
26,52,Environmental taxes,Environmental protection
26,52,Environmental taxes,Excise taxes
26,52,Environmental taxes,Hazardous waste
26,52,Environmental taxes,Reporting and recordkeeping requirements
26,53,Foundation and similar excise taxes,Excise taxes
26,53,Foundation and similar excise taxes,Foundations
26,53,Foundation and similar excise taxes,Investments
26,53,Foundation and similar excise taxes,Lobbying
26,53,Foundation and similar excise taxes,Nonprofit organizations
26,53,Foundation and similar excise taxes,Reporting and recordkeeping requirements
26,53,Foundation and similar excise taxes,Trusts and trustees
26,54,Pension excise taxes,Excise taxes
26,54,Pension excise taxes,Health care
26,54,Pension excise taxes,Pensions
26,54,Pension excise taxes,Reporting and recordkeeping requirements
26,55,Excise tax on real estate investment trusts and regulated investment companies,Excise taxes
26,55,Excise tax on real estate investment trusts and regulated investment companies,Investment companies
26,55,Excise tax on real estate investment trusts and regulated investment companies,Investments
26,55,Excise tax on real estate investment trusts and regulated investment companies,Reporting and recordkeeping requirements
26,55,Excise tax on real estate investment trusts and regulated investment companies,Trusts and trustees
26,56,Public charity excise taxes,Excise taxes
26,56,Public charity excise taxes,Lobbying
26,56,Public charity excise taxes,Nonprofit organizations
26,56,Public charity excise taxes,Reporting and recordkeeping requirements
26,57,Health insurance providers fee,Health insurance
26,57,Health insurance providers fee,Reporting and recordkeeping requirements
26,58,Stock repurchase excise tax,Insurance
26,58,Stock repurchase excise tax,Reporting and recordkeeping requirements
26,141,Temporary excise tax regulations under the Employee Retirement Income Security Act of 1974,Excise taxes
26,141,Temporary excise tax regulations under the Employee Retirement Income Security Act of 1974,Pensions
26,143,Temporary excise tax regulations under the Tax Reform Act of 1969,Excise taxes
26,143,Temporary excise tax regulations under the Tax Reform Act of 1969,Foundations
26,145,Temporary excise tax regulations under the Highway Revenue Act of 1982 (Pub. L. 97-424),Excise taxes
26,145,Temporary excise tax regulations under the Highway Revenue Act of 1982 (Pub. L. 97-424),Reporting and recordkeeping requirements
26,156,Excise tax on greenmail,Excise taxes
26,156,Excise tax on greenmail,Reporting and recordkeeping requirements
26,157,Excise tax on structured settlement factoring transactions,Excise taxes
26,157,Excise tax on structured settlement factoring transactions,Reporting and recordkeeping requirements
26,300,User fees,Estate taxes
26,300,User fees,Excise taxes
26,300,User fees,Fees
26,300,User fees,Gift taxes
26,300,User fees,Income taxes
26,300,User fees,Reporting and recordkeeping requirements
26,301,Procedure and administration,Administrative practice and procedure
26,301,Procedure and administration,Alimony
26,301,Procedure and administration,Bankruptcy
26,301,Procedure and administration,Child support
26,301,Procedure and administration,Continental shelf
26,301,Procedure and administration,Courts
26,301,Procedure and administration,Crime
26,301,Procedure and administration,Employment taxes
26,301,Procedure and administration,Estate taxes
26,301,Procedure and administration,Excise taxes
26,301,Procedure and administration,Gift taxes
26,301,Procedure and administration,Income taxes
26,301,Procedure and administration,Investigations
26,301,Procedure and administration,Law enforcement
26,301,Procedure and administration,Oil pollution
26,301,Procedure and administration,Penalties
26,301,Procedure and administration,Pensions
26,301,Procedure and administration,Reporting and recordkeeping requirements
26,301,Procedure and administration,Seals and insignia
26,301,Procedure and administration,Statistics
26,301,Procedure and administration,Taxes
26,302,"Taxes under the International Claims Settlement Act, as amended August 9, 1955",Alien property
26,302,"Taxes under the International Claims Settlement Act, as amended August 9, 1955",Reporting and recordkeeping requirements
26,302,"Taxes under the International Claims Settlement Act, as amended August 9, 1955",Taxes
26,303,Taxes under the Trading With the Enemy Act,Alien property
26,303,Taxes under the Trading With the Enemy Act,Taxes
26,305,Temporary procedural and administrative tax regulations under the Indian Tribal Governmental Tax Status Act of 1982,Indians-tribal government
26,305,Temporary procedural and administrative tax regulations under the Indian Tribal Governmental Tax Status Act of 1982,Reporting and recordkeeping requirements
26,305,Temporary procedural and administrative tax regulations under the Indian Tribal Governmental Tax Status Act of 1982,Taxes
26,400,Temporary regulations under the Federal Tax Lien Act of 1966,Taxes
