authority_text,nrows,removed,added
Section 320 of the 1990 Clean Air Act amendments,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Water Act section 301, 304, 306, 307, 308, and 501",4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Water Act sec 308,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 902 of the MMA,4,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA sec 101(k),4,"('act_relative', None, None, None)","('other', None, None, None)"
Energy Independence and Security Act of 2007,4,"('act_relative', None, None, None)","('other', None, None, None)"
American Recovery and Reinvestment Act of 2009,4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 8205 of the Agricultural Act of 2014 (2014 Act),4,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006 to 5024 (Repealed October 12, 1984, as to conduct occurring after that date)",4,"('usc', 18, '1984', None)",""
CAA 129,4,"('act_relative', None, None, None)","('other', None, None, None)"
USC 886a,4,"('usc', 21, '886a', None)","('other', None, None, None)"
sec. 1128D of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec. 7(b) of the Small Business Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA 1412(b)(2)(C),4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1871 of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1933",4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act, sec 112 as amended, November 1990",4,"('act_relative', None, None, None)","('other', None, None, None)"
504(b),4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act, sections 182 and 187",4,"('act_relative', None, None, None)","('other', None, None, None)"
FIFRA 25(b),4,"('act_relative', None, None, None)","('other', None, None, None)"
"CAA Sections 112(f)(2), 112(d)(6)",4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1878 of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1893(i)(1) of the Social Security Act as amended by sec 935(i)(1) of Medicare Modernization Act (MMA),4,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006 to 5024 (repealed October 12, 1984 as to offenses committed after that date)",4,"('usc', 18, '1984', None)",""
Bald and Golden Eagle Protection Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
1467a(g),4,"('usc', 12, '1467a', None)","('other', None, None, None)"
"18 U.S.C. 5006 to 5024 (Repealed October 12, 1984 as to conduct occurring after that date)",4,"('usc', 18, '1984', None)",""
TSCA sec 5(a),4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 126,4,"('act_relative', None, None, None)","('other', None, None, None)"
Social Security Act sec 1832(a)(2)(F)(i),4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA307,4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 321 of the Energy Independence and Security Act of 2007 (EISA),4,"('act_relative', None, None, None)","('other', None, None, None)"
78x,4,"('usc', 15, '78x', None)","('other', None, None, None)"
"BIPA, sec 307",4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 110(a)(2)(F),4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA sec 308,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Medicare, Medicaid and SCHIP Balanced Budget Refinement Act of 1999",4,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sections 111 and 129,4,"('act_relative', None, None, None)","('other', None, None, None)"
Surface Mining Control and Reclamation Act of 1977,4,"('act_relative', None, None, None)","('other', None, None, None)"
"1099b, and 1099c",4,"('usc', 20, '1099b', None) | ('usc', 20, '1099c', None)","('other', None, None, None)"
Social Security Act sec 1839,4,"('act_relative', None, None, None)","('other', None, None, None)"
CEA 8a(5) and 21,4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 176(c),4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1834(1) of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006-5024 (Repealed October 12, 1984 as to conduct occurring after that date)",4,"('usc', 18, '1984', None)",""
sec 534(a)(3) of the Equity in Educational Land-Grant Status Act of 1994,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA306,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA501,4,"('act_relative', None, None, None)","('other', None, None, None)"
78ll,4,"('usc', 15, '78ll', None)","('other', None, None, None)"
SDWA 1412(b)(14),4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA Section 301,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA sec 301,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 422 of the Uruguay Round Agreements Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
DRA of 2005,4,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 4082 (repealed in part as to conduct occurring on or after November 1, 1987)",4,"('usc', 18, '1987', None)",""
FAST Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
Strengthening Protections for Social Security Beneficiaries Act of 2018,4,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 301,4,"('act_relative', None, None, None)","('other', None, None, None)"
"18 U.S.C. 5006 to 5024 (repealed October 12, 1984, as to offenses committed after that date)",4,"('usc', 18, '1984', None)",""
"50 USC app 2401 et seq, 1701 et seq",4,"","('usc', 50, '1701', None)"
CWA Section 318,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1839(e)",4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1818(d)(2) of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act section 112(d),4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act Amendments of 1990 section 112,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act, sec 112(e)(5) and 112(n)(3)",4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, sec 183(e)",4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, sec 112(g)",4,"('act_relative', None, None, None)","('other', None, None, None)"
Resource Conservation Recovery Act sec 2002,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1834(h)(3) of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Medicare, Medicaid, and SCHIP Benefits Improvement and Protection Act of 2000",4,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA sec 206 (d) (3),4,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 1128D(b) of the Social Security Act and sec. 102 of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA301,4,"('act_relative', None, None, None)","('other', None, None, None)"
PL 112 274,4,"('public_law', None, None, None)","('other', None, None, None)"
"Title XIX of the Social Security Act, sec 1923(f) and (h)",4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 733 and 728,4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1860D-13(a) of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
Pub. L. 108199,4,"('public_law', None, None, None)","('other', None, None, None)"
CWA Section 307,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1924 of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA sec 307,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1832",4,"('act_relative', None, None, None)","('other', None, None, None)"
7410(k)(5),4,"('usc', 42, '7410', None)","('other', None, None, None)"
CAA 231 to 232,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 112B (6) (6)(A) of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act, sec 183(a)",4,"('act_relative', None, None, None)","('other', None, None, None)"
Toxic Substances Control Act sec 5,4,"('act_relative', None, None, None)","('other', None, None, None)"
Intermodal Surface Transportation Efficiency Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"""CAA 112(r)""",4,"('act_relative', None, None, None)","('other', None, None, None)"
Section 214 of The Homeland Security Act of 2002,4,"('act_relative', None, None, None)","('other', None, None, None)"
The Outer Continental Shelf Lands Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"CAA 202, 206, 208, 211",4,"('act_relative', None, None, None)","('other', None, None, None)"
CAA sec 202 and 206,4,"('act_relative', None, None, None)","('other', None, None, None)"
"16c of the Food and Nutrition Act of 2008, as amended",4,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA Sec 505,4,"('act_relative', None, None, None)","('other', None, None, None)"
ERISA Sec 404,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA Section 402,4,"('act_relative', None, None, None)","('other', None, None, None)"
SDWA1412(b)(1)(B),4,"('act_relative', None, None, None)",""
6924(y) and 6938,4,"('usc', 42, '6924', None) | ('usc', 42, '6938', None)","('other', None, None, None)"
Clean Air Act secs 202 and 301(a),4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990 section 112, 114, and 301",4,"('act_relative', None, None, None)","('other', None, None, None)"
CAA secs 111 and 129,4,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 5206(e),4,"('public_law', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, title IV",4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA 501(e),4,"('act_relative', None, None, None)","('other', None, None, None)"
"18 USC 4001, 4042, 4942, 4081and 4082 (Repealed in part as to conduct occurring on or after November 1, 1987)",4,"('usc', 18, '1987', None)",""
"18 U.S.C. 4201-4218, 5003, 5006-5024 (Repealed October 12, 1984 as to offenses committed after that date)",4,"('usc', 18, '1984', None)",""
Clean Air Act section 608,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, Title IV",4,"('act_relative', None, None, None)","('other', None, None, None)"
"General Mining Act of 1872, as amended",4,"('act_relative', None, None, None)","('other', None, None, None)"
TSCA 402/404,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 414 of the MMA,4,"('act_relative', None, None, None)","('other', None, None, None)"
CWA Section 501,4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Water Act sec 405,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Sections 1834(1), and 1861 (s) (7) of the Social Security Act (the Act).",4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 4(b)(1)(A) of the Commodity Exchange Act (as amended by the Dodd-Frank Wall Street Reform and Consumer Protection Act),4,"('act_relative', None, None, None)","('other', None, None, None)"
1833(i)(2)(D)(iii),4,"('usc', 42, '1833', None)",""
sec 510 of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
Sec 1818A(d)(2) of the Social Security Act,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act Amendments of 1990, sec 403",4,"('act_relative', None, None, None)","('other', None, None, None)"
sec. 412(e),4,"('public_law', None, None, None)","('other', None, None, None)"
"Clean Air Act, sec 112",4,"('act_relative', None, None, None)","('other', None, None, None)"
OTETA of 1991,4,"('act_relative', None, None, None)","('other', None, None, None)"
Clean Air Act sec 111(b),4,"('act_relative', None, None, None)","('other', None, None, None)"
CAA 112(c)(6),4,"('act_relative', None, None, None)","('other', None, None, None)"
2277a-14(c) and (d),4,"('usc', 12, '2277a-14', None)","('other', None, None, None)"
CWA308,4,"('act_relative', None, None, None)","('other', None, None, None)"
CAA section 112,4,"('act_relative', None, None, None)","('other', None, None, None)"
sec 1341 and 1343,4,"('public_law', None, None, None)","('other', None, None, None)"
Clean Air Act title VI,4,"('act_relative', None, None, None)","('other', None, None, None)"
"Social Security Act, sec 1833",4,"('act_relative', None, None, None)","('other', None, None, None)"
"Clean Air Act secs 202(a), 211(c), 213(a), 301(a)",4,"('act_relative', None, None, None)","('other', None, None, None)"
